time,SiteName,tax,Year,n,nCheck,modMedian,modMean,modci90lo,modci90up
-5,Rapid Bay Jetty,Fish,2011,6000,6000,20.5,20.924666666666667,11,32
-5,Rapid Bay Jetty,Invert,2011,6000,6000,4,4.794333333333333,1,10
-5,Rapid Head East,Fish,2011,6000,6000,10,9.991333333333333,4,17
-5,Rapid Head East,Invert,2011,6000,6000,3,3.259,0,7
-5,Shag Rock Carrickalinga,Fish,2011,6000,6000,17,17.530333333333335,10,27
-5,Shag Rock Carrickalinga,Invert,2011,6000,6000,7,6.8025,2,12
-4,Carrickalinga Head,Fish,2012,6000,6000,14,14.582833333333333,7,23
-4,Carrickalinga Head,Invert,2012,6000,6000,6,6.508,2,12
-4,Carrickalinga South Bay,Fish,2012,6000,6000,17,17.60033333333333,10,27
-4,Carrickalinga South Bay,Invert,2012,6000,6000,4,4.571833333333333,1,9
-4,Dodd's Beach,Fish,2012,6000,6000,14,14.286166666666666,7,23
-4,Dodd's Beach,Invert,2012,6000,6000,5,5.648666666666666,2,10
-4,Flat Irons,Fish,2012,6000,6000,8,8.48,3,15
-4,Flat Irons,Invert,2012,6000,6000,12,11.915666666666667,6,19
-4,Normanville Beach,Fish,2012,6000,6000,2,2.499,0,6
-4,Normanville Beach,Invert,2012,6000,6000,6,5.863333333333333,2,11
-4,Rapid Bay Jetty,Fish,2012,6000,6000,21,21.244333333333334,12,32
-4,Rapid Bay Jetty,Invert,2012,6000,6000,5,5.3966666666666665,2,10
-4,Rapid Head East,Fish,2012,6000,6000,10,10.747166666666667,5,18
-4,Rapid Head East,Invert,2012,6000,6000,3,3.4131666666666667,0,7
-4,Rapid Head Windmill,Fish,2012,6000,6000,13,13.54,7,21
-4,Rapid Head Windmill,Invert,2012,6000,6000,6,6.3235,2,11
-4,Shag Rock Carrickalinga,Fish,2012,6000,6000,17,17.066666666666666,9,26
-4,Shag Rock Carrickalinga,Invert,2012,6000,6000,7,7.069833333333333,3,12
-4,Whalebone,Fish,2012,6000,6000,11,11.648333333333333,6,19
-4,Whalebone,Invert,2012,6000,6000,10,10.028833333333333,4,17
-3,Carrickalinga North3,Fish,2013,6000,6000,14,13.920666666666667,7,23
-3,Carrickalinga North3,Invert,2013,6000,6000,7,7.5545,3,14
-3,Carrickalinga South Bay,Fish,2013,6000,6000,17,17.253833333333333,9,26
-3,Carrickalinga South Bay,Invert,2013,6000,6000,4,4.511333333333333,1,9
-3,Normanville Beach,Fish,2013,6000,6000,3,2.758,0,6
-3,Normanville Beach,Invert,2013,6000,6000,5,5.086666666666667,1,10
-3,Olivers Reef,Fish,2013,6000,6000,8,8.528166666666667,3,15
-3,Olivers Reef,Invert,2013,6000,6000,10,10.865833333333333,5,18
-3,Rapid Head East,Fish,2013,6000,6000,11,11.748833333333334,6,19
-3,Rapid Head East,Invert,2013,6000,6000,3,3.6283333333333334,1,7
-3,The Bluff,Fish,2013,6000,6000,10,10.068333333333333,5,17
-3,The Bluff,Invert,2013,6000,6000,9,9.329166666666667,4,15
-3,Whalebone,Fish,2013,6000,6000,12,12.212,6,19
-3,Whalebone,Invert,2013,6000,6000,10,10.391333333333334,5,17
-2,Carrickalinga South Bay,Fish,2014,6000,6000,17,16.8935,9,26
-2,Carrickalinga South Bay,Invert,2014,6000,6000,4,4.436,1,8.050000000000182
-2,Rapid Bay Jetty,Fish,2014,6000,6000,22,22.0735,12,33
-2,Rapid Bay Jetty,Invert,2014,6000,6000,7,6.969,3,12
-2,Rapid Head East,Fish,2014,6000,6000,12,12.7235,6,20
-2,Rapid Head East,Invert,2014,6000,6000,4,3.795,1,8
-2,Shag Rock Carrickalinga,Fish,2014,6000,6000,16,16.172333333333334,9,25
-2,Shag Rock Carrickalinga,Invert,2014,6000,6000,7,7.346333333333333,3,13
-1,Broken Bottom,Fish,2015,6000,6000,9,9.093166666666667,4,16
-1,Broken Bottom,Invert,2015,6000,6000,10,10.620166666666666,5,18
-1,Horseshoe Inside,Fish,2015,6000,6000,6,6.633,2,12
-1,Horseshoe Inside,Invert,2015,6000,6000,11,10.933333333333334,5,18
-1,Parham Reef,Fish,2015,6000,6000,4,4.089333333333333,1,8
-1,Parham Reef,Invert,2015,6000,6000,7,7.125333333333334,2,13
-1,Seacliff Reef,Fish,2015,6000,6000,16,16.408333333333335,8,26
-1,Seacliff Reef,Invert,2015,6000,6000,9,9.047,4,16
-1,Semaphore Reef,Fish,2015,6000,6000,4,4.593166666666667,1,9
-1,Semaphore Reef,Invert,2015,6000,6000,11,11.371333333333334,5,19
-1,Southport,Fish,2015,6000,6000,4,4.557666666666667,1,9
-1,Southport,Invert,2015,6000,6000,9,9.189333333333334,4,16
0,Broken Bottom,Fish,2016,6000,6000,10,9.825166666666666,4,16
0,Broken Bottom,Invert,2016,6000,6000,10,10.572166666666666,5,18
0,Carrickalinga North3,Fish,2016,6000,6000,15,15.3905,8,24
0,Carrickalinga North3,Invert,2016,6000,6000,6,5.8255,2,11
0,Carrickalinga South Bay,Fish,2016,6000,6000,16,16.449833333333334,9,25
0,Carrickalinga South Bay,Invert,2016,6000,6000,4,4.257,1,8
0,Dodd's Beach,Fish,2016,6000,6000,14,14.461,7,23
0,Dodd's Beach,Invert,2016,6000,6000,6,5.933833333333333,2,11
0,Horseshoe Inside,Fish,2016,6000,6000,8,8.099666666666666,3,14
0,Horseshoe Inside,Invert,2016,6000,6000,11,11.553333333333333,5,19
0,Moana Outside,Fish,2016,6000,6000,11,11.7965,5,20
0,Moana Outside,Invert,2016,6000,6000,12,12.692166666666667,6,21
0,Noarlunga North Outside,Fish,2016,6000,6000,15,15.662166666666666,8,25
0,Noarlunga North Outside,Invert,2016,6000,6000,11,11.3885,5,19
0,Parham Reef,Fish,2016,6000,6000,5,4.940166666666666,1,9
0,Parham Reef,Invert,2016,6000,6000,6,6.6161666666666665,2,12
0,Rapid Head East,Fish,2016,6000,6000,15,15.0955,8,24
0,Rapid Head East,Invert,2016,6000,6000,4,4.3405,1,8
0,Ripple Rock,Fish,2016,6000,6000,18,18.31,10,28
0,Ripple Rock,Invert,2016,6000,6000,6,5.809,2,11
0,Seacliff Reef,Fish,2016,6000,6000,17,17.436333333333334,9,27
0,Seacliff Reef,Invert,2016,6000,6000,8,8.154666666666667,3,14
0,Semaphore Reef,Fish,2016,6000,6000,5,5.101,2,9
0,Semaphore Reef,Invert,2016,6000,6000,7,7.686333333333334,3,13
0,Shag Rock Carrickalinga,Fish,2016,6000,6000,15,15.586666666666666,8,24
0,Shag Rock Carrickalinga,Invert,2016,6000,6000,7,7.6665,3,13
0,Southport,Fish,2016,6000,6000,5,5.317666666666667,2,10
0,Southport,Invert,2016,6000,6000,8,7.908666666666667,3,14
1,Aldinga Pinnacles,Fish,2017,6000,6000,19,19.363166666666668,10,30
1,Aldinga Pinnacles,Invert,2017,6000,6000,7,6.9638333333333335,2,13
1,Backstairs Deep,Fish,2017,6000,6000,7,7.486666666666666,3,14
1,Backstairs Deep,Invert,2017,6000,6000,12,12.722666666666667,6,21
1,Basham's Beach,Fish,2017,6000,6000,3,3.881,0,9
1,Basham's Beach,Invert,2017,6000,6000,7,7.129,2,13
1,Broken Bottom,Fish,2017,6000,6000,10,10.708666666666666,5,18
1,Broken Bottom,Invert,2017,6000,6000,10,10.468,5,17
1,Cape Jervis South,Fish,2017,6000,6000,12,11.957833333333333,5,20
1,Cape Jervis South,Invert,2017,6000,6000,3,3.663,1,8
1,Carrickalinga Head,Fish,2017,6000,6000,11,11.0285,5,18
1,Carrickalinga Head,Invert,2017,6000,6000,6,6.087666666666666,2,11
1,Carrickalinga North3,Fish,2017,6000,6000,15,15.753,8,24
1,Carrickalinga North3,Invert,2017,6000,6000,5,5.334333333333333,2,10
1,Carrickalinga South Bay,Fish,2017,6000,6000,16,16.283333333333335,9,25
1,Carrickalinga South Bay,Invert,2017,6000,6000,4,4.155666666666667,1,8
1,Chiton Rocks,Fish,2017,6000,6000,4,4.472,1,9
1,Chiton Rocks,Invert,2017,6000,6000,5,5.243333333333333,1,10
1,Deep Creek,Fish,2017,6000,6000,11,11.723,5,20
1,Deep Creek,Invert,2017,6000,6000,11,11.2135,5,19
1,Dodd's Beach,Fish,2017,6000,6000,14,14.451833333333333,7,23
1,Dodd's Beach,Invert,2017,6000,6000,6,5.985,2,11
1,Encounter Deep,Fish,2017,6000,6000,3,3.7988333333333335,1,8
1,Encounter Deep,Invert,2017,6000,6000,8,8.6025,3,15
1,Fishery Beach,Fish,2017,6000,6000,6,6.257666666666666,2,11
1,Fishery Beach,Invert,2017,6000,6000,8,8.674166666666666,4,15
1,Flat Irons,Fish,2017,6000,6000,8,8.182333333333334,3,14
1,Flat Irons,Invert,2017,6000,6000,13,13.109333333333334,6,21
1,Horseshoe Inside,Fish,2017,6000,6000,9,9.737,4,16
1,Horseshoe Inside,Invert,2017,6000,6000,12,12.451,6,20
1,Lady Bay,Fish,2017,6000,6000,11,11.063666666666666,5,19
1,Lady Bay,Invert,2017,6000,6000,3,2.8633333333333333,0,6
1,Moana Outside,Fish,2017,6000,6000,14,14.5835,7,23
1,Moana Outside,Invert,2017,6000,6000,10,10.767333333333333,5,18
1,Myponga Reef,Fish,2017,6000,6000,9,9.566,4,16
1,Myponga Reef,Invert,2017,6000,6000,4,4.0995,1,8
1,Newland Head,Fish,2017,6000,6000,9,9.642,4,16
1,Newland Head,Invert,2017,6000,6000,10,10.365166666666667,5,17
1,Noarlunga North Outside,Fish,2017,6000,6000,18,18.468166666666665,10,28
1,Noarlunga North Outside,Invert,2017,6000,6000,12,11.845333333333333,6,19
1,Noarlunga South Outside,Fish,2017,6000,6000,14,14.353,7,23
1,Noarlunga South Outside,Invert,2017,6000,6000,7,7.514,3,14
1,Normanville Beach,Fish,2017,6000,6000,4,4.297,1,9
1,Normanville Beach,Invert,2017,6000,6000,3,3.1173333333333333,0,7
1,Olivers Reef,Fish,2017,6000,6000,7,7.719833333333334,3,13
1,Olivers Reef,Invert,2017,6000,6000,13,12.828333333333333,6,21
1,Outside Granite Island,Fish,2017,6000,6000,6,6.448333333333333,2,12
1,Outside Granite Island,Invert,2017,6000,6000,9,9.447666666666667,4,16
1,Parham Reef,Fish,2017,6000,6000,6,6.029333333333334,2,11
1,Parham Reef,Invert,2017,6000,6000,6,6.055,2,11
1,Porpoise Head,Fish,2017,6000,6000,11,11.211,5,18
1,Porpoise Head,Invert,2017,6000,6000,8,8.262,3,14
1,Port Elliot Deep,Invert,2017,6000,6000,6,6.5875,2,12
1,Port Gawler,Fish,2017,6000,6000,6,6.700833333333334,2,12
1,Port Gawler,Invert,2017,6000,6000,3,3.4928333333333335,0,8
1,Rapid Bay Jetty,Fish,2017,6000,6000,23,23.7165,14,35
1,Rapid Bay Jetty,Invert,2017,6000,6000,10,9.944,4,17
1,Rapid Head East,Fish,2017,6000,6000,16,16.42716666666667,8,26
1,Rapid Head East,Invert,2017,6000,6000,4,4.607666666666667,1,9
1,Rapid Head Windmill,Fish,2017,6000,6000,11,11.825833333333334,5,19
1,Rapid Head Windmill,Invert,2017,6000,6000,7,7.189,3,13
1,Ripple Rock,Fish,2017,6000,6000,18,17.992166666666666,10,28
1,Ripple Rock,Invert,2017,6000,6000,5,5.668166666666667,2,10
1,Seacliff Reef,Fish,2017,6000,6000,18,18.452166666666667,10,28
1,Seacliff Reef,Invert,2017,6000,6000,7,7.243666666666667,3,13
1,Semaphore Reef,Fish,2017,6000,6000,5,5.733333333333333,2,11
1,Semaphore Reef,Invert,2017,6000,6000,5,5.320333333333333,2,10
1,Shag Rock Carrickalinga,Fish,2017,6000,6000,15,15.28,8,24
1,Shag Rock Carrickalinga,Invert,2017,6000,6000,8,7.866833333333333,3,14
1,South Shores,Fish,2017,6000,6000,7,7.48,3,14
1,South Shores,Invert,2017,6000,6000,3,3.3533333333333335,0,7
1,Southport,Fish,2017,6000,6000,6,6.344333333333333,2,11
1,Southport,Invert,2017,6000,6000,6,6.784,2,12
1,The Bluff,Fish,2017,6000,6000,9,9.706,4,16
1,The Bluff,Invert,2017,6000,6000,11,10.913166666666667,5,18
1,West Island Outer,Fish,2017,6000,6000,8,8.740666666666666,4,15
1,West Island Outer,Invert,2017,6000,6000,6,6.739833333333333,2,12
1,Whalebone,Fish,2017,6000,6000,15,15.1435,8,24
1,Whalebone,Invert,2017,6000,6000,12,12.552,6,20
1,Yankalilla Mouth,Fish,2017,6000,6000,3,2.908333333333333,0,7
1,Yankalilla Mouth,Invert,2017,6000,6000,1,1.8385,0,5
2,Aldinga Pinnacles,Fish,2018,6000,6000,21,21.7155,12,33
2,Aldinga Pinnacles,Invert,2018,6000,6000,5,4.986166666666667,1,10
2,Backstairs Deep,Fish,2018,6000,6000,10,10.204666666666666,4,17
2,Backstairs Deep,Invert,2018,6000,6000,15,15.298333333333334,8,25
2,Basham's Beach,Fish,2018,6000,6000,1,1.1073333333333333,0,4
2,Basham's Beach,Invert,2018,6000,6000,8,8.538,3,15
2,Broken Bottom,Fish,2018,6000,6000,11,11.581666666666667,5,19
2,Broken Bottom,Invert,2018,6000,6000,10,10.532833333333333,4,18
2,Cape Jervis South,Fish,2018,6000,6000,7,7.5865,3,14
2,Cape Jervis South,Invert,2018,6000,6000,6,6.152166666666667,2,12
2,Carrickalinga Head,Fish,2018,6000,6000,10,10.425666666666666,5,17
2,Carrickalinga Head,Invert,2018,6000,6000,6,6.040333333333334,2,11
2,Carrickalinga North3,Fish,2018,6000,6000,16,16.3515,8,26
2,Carrickalinga North3,Invert,2018,6000,6000,5,4.8715,1,9
2,Carrickalinga South Bay,Fish,2018,6000,6000,16,15.997333333333334,8,25
2,Carrickalinga South Bay,Invert,2018,6000,6000,4,4.068833333333333,1,8
2,Chiton Rocks,Fish,2018,6000,6000,4,3.9678333333333335,1,8
2,Chiton Rocks,Invert,2018,6000,6000,5,5.8228333333333335,2,11
2,Deep Creek,Fish,2018,6000,6000,12,12.506,6,21
2,Deep Creek,Invert,2018,6000,6000,12,12.661,6,21
2,Dodd's Beach,Fish,2018,6000,6000,14,14.5615,7,23
2,Dodd's Beach,Invert,2018,6000,6000,6,6.0103333333333335,2,11
2,Encounter Deep,Fish,2018,6000,6000,4,4.551833333333334,1,9
2,Encounter Deep,Invert,2018,6000,6000,6,6.355166666666666,2,12
2,Fishery Beach,Fish,2018,6000,6000,6,6.067333333333333,2,11
2,Fishery Beach,Invert,2018,6000,6000,8,8.675666666666666,3,15
2,Flat Irons,Fish,2018,6000,6000,8,8.197166666666666,3,14
2,Flat Irons,Invert,2018,6000,6000,13,13.363,6,22
2,Horseshoe Inside,Fish,2018,6000,6000,12,11.997,6,20
2,Horseshoe Inside,Invert,2018,6000,6000,13,13.3605,6,22
2,Lady Bay,Fish,2018,6000,6000,13,12.919833333333333,6,21
2,Lady Bay,Invert,2018,6000,6000,7,6.970166666666667,2,13
2,Moana Outside,Fish,2018,6000,6000,17,17.9085,9,28
2,Moana Outside,Invert,2018,6000,6000,9,9.3525,4,16
2,Myponga Reef,Fish,2018,6000,6000,12,12.5065,6,21
2,Myponga Reef,Invert,2018,6000,6000,6,6.527,2,12
2,Newland Head,Fish,2018,6000,6000,9,9.6685,4,17
2,Newland Head,Invert,2018,6000,6000,10,10.354166666666666,4,17
2,Noarlunga North Outside,Fish,2018,6000,6000,21,22.017833333333332,12,34
2,Noarlunga North Outside,Invert,2018,6000,6000,12,12.481833333333332,6,21
2,Noarlunga South Outside,Fish,2018,6000,6000,16,16.879,8,27
2,Noarlunga South Outside,Invert,2018,6000,6000,7,7.819833333333333,3,14
2,Normanville Beach,Fish,2018,6000,6000,5,4.8468333333333335,1,9
2,Normanville Beach,Invert,2018,6000,6000,2,2.747333333333333,0,6
2,Olivers Reef,Fish,2018,6000,6000,7,7.536333333333333,3,13
2,Olivers Reef,Invert,2018,6000,6000,13,13.467,6,22
2,Outside Granite Island,Fish,2018,6000,6000,6,6.3505,2,12
2,Outside Granite Island,Invert,2018,6000,6000,9,9.4955,4,16
2,Parham Reef,Fish,2018,6000,6000,7,7.614333333333334,3,14
2,Parham Reef,Invert,2018,6000,6000,5,5.643,2,11
2,Porpoise Head,Fish,2018,6000,6000,11,11.169666666666666,5,19
2,Porpoise Head,Invert,2018,6000,6000,8,8.082,3,14
2,Port Elliot Deep,Fish,2018,6000,6000,4,4.506666666666667,1,9
2,Port Elliot Deep,Invert,2018,6000,6000,9,9.196166666666667,4,16
2,Port Gawler,Fish,2018,6000,6000,5,5.73,2,11
2,Port Gawler,Invert,2018,6000,6000,2,2.789833333333333,0,6
2,Rapid Bay Jetty,Fish,2018,6000,6000,24,24.371333333333332,14,36
2,Rapid Bay Jetty,Invert,2018,6000,6000,11,11.150166666666667,5,18
2,Rapid Head East,Fish,2018,6000,6000,18,18.021,10,28
2,Rapid Head East,Invert,2018,6000,6000,5,4.91,1,9
2,Rapid Head Windmill,Fish,2018,6000,6000,11,11.4545,5,19
2,Rapid Head Windmill,Invert,2018,6000,6000,7,7.316833333333333,3,13
2,Ripple Rock,Fish,2018,6000,6000,17,17.913166666666665,10,28
2,Ripple Rock,Invert,2018,6000,6000,5,5.663166666666666,2,11
2,Seacliff Reef,Fish,2018,6000,6000,19,19.668333333333333,11,31
2,Seacliff Reef,Invert,2018,6000,6000,6,6.625166666666667,2,12
2,Semaphore Reef,Fish,2018,6000,6000,6,6.571166666666667,2,12
2,Semaphore Reef,Invert,2018,6000,6000,3,3.6508333333333334,1,8
2,Shag Rock Carrickalinga,Fish,2018,6000,6000,14.5,14.855166666666667,8,23
2,Shag Rock Carrickalinga,Invert,2018,6000,6000,8,7.992333333333334,3,14
2,South Shores,Fish,2018,6000,6000,10,10.792666666666667,5,18
2,South Shores,Invert,2018,6000,6000,4,4.015833333333333,1,9
2,Southport,Fish,2018,6000,6000,7,7.7165,3,14
2,Southport,Invert,2018,6000,6000,6,5.882666666666666,2,11
2,The Bluff,Fish,2018,6000,6000,9,9.557,4,16
2,The Bluff,Invert,2018,6000,6000,11,11.3275,5,19
2,West Island Outer,Fish,2018,6000,6000,9,8.885,4,15
2,West Island Outer,Invert,2018,6000,6000,6,6.770666666666667,2,12
2,Whalebone,Fish,2018,6000,6000,16,16.0855,8,25
2,Whalebone,Invert,2018,6000,6000,13,13.163666666666666,6,21
2,Yankalilla Mouth,Fish,2018,6000,6000,2,2.706,0,6
2,Yankalilla Mouth,Invert,2018,6000,6000,1,1.1026666666666667,0,4
