Filename,Frame,Time (mins),OpCode,TapeReader,Depth,Comment,Habitat,Soak Time,Bias,FOV,Vis,Family,Genus,Species,Code,MaxN,Has fed
AROC04_1512_L.avi,24586,8.1953,ARCO04_1512,JHicks,16.6,NA,Reef; Foliaceous; Flat,60,2,1,1,Monacanthidae,Scobinichthys,granulatus,37465007,1,No
AROC04_1512_L.avi,143666,47.8887,ARCO04_1512,JHicks,16.6,NA,Reef; Foliaceous; Flat,60,2,1,1,Monacanthidae,Thamnaconus,degeni,37465037,1,Yes
ARIN01_1512_L.avi,90358,30.1193,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Labridae,Austrolabrus,maculatus,37384025,1,No
ARIN01_1512_L.avi,43235,14.4117,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Cheilodactylidae,Cheilodactylus,nigripes,37377001,1,No
ARIN01_1512_L.avi,82568,27.5227,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Dinolestidae,Dinolestes,lewini,37327002,50,No
ARIN01_1512_L.avi,15761,5.2537,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Enoplosidae,Enoplosus,armatus,37366001,2,No
ARIN01_1512_L.avi,22580,7.5267,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Kyphosidae,Kyphosus,sydneyanus,37361001,1,No
ARIN01_1512_L.avi,107423,35.8077,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Monacanthidae,Meuschenia,galii,37465040,1,No
ARIN01_1512_L.avi,161713,53.9043,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Monacanthidae,Meuschenia,hippocrepis,37465004,2,Yes
ARIN01_1512_L.avi,61407,20.469,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Labridae,Notolabrus,parilus,37384022,1,No
ARIN01_1512_L.avi,88480,29.4933,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Labridae,Notolabrus,tetricus,37384003,1,No
ARIN01_1512_L.avi,62406,20.802,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Sparidae,Pagrus,auratus,37353001,1,No
ARIN01_1512_L.avi,63957,21.319,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Pomacentridae,Parma,victoriae,37372006,1,No
ARIN01_1512_L.avi,149123,49.7077,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Carangidae,Pseudocaranx,sp,37337924,33,No
ARIN01_1512_L.avi,79985,26.6617,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Scorpididae,Scorpis,aequipinnis,37361004,1,No
ARIN01_1512_L.avi,46076,15.3587,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Sillaginidae,Sillaginodes,punctatus,37330001,1,No
ARIN01_1512_L.avi,17381,5.7937,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Scorpididae,Tilodon,sexfasciatus,37361003,1,No
ARIN01_1512_L.avi,36021,12.007,ARNI01_1512,DColella,13,Limited vis,Reef; Fucoid; Profile,60,1,1,2,Mullidae,Upeneichthys,vlamingii,37355029,1,No
ARIN02_1512_L.avi,55521,18.507,ARNI02_1512,DColella,15,NA,Sand ripples,60,2,1,2,Sparidae,Pagrus,auratus,37353001,5,No
ARIN02_1512_L.avi,19881,6.627,ARNI02_1512,DColella,15,NA,Sand ripples,60,2,1,2,Gerreidae,Parequula,melbournensis,37349001,1,No
ARIN02_1512_L.avi,71034,23.678,ARNI02_1512,DColella,15,NA,Sand ripples,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,25,No
ARIN02_1512_L.avi,165861,55.287,ARNI02_1512,DColella,15,NA,Sand ripples,60,2,1,2,Scorpididae,Scorpis,aequipinnis,37361004,2,No
ARIN02_1512_L.avi,21606,7.202,ARNI02_1512,DColella,15,NA,Sand ripples,60,2,1,2,Sillaginidae,Sillaginodes,punctatus,37330001,1,No
ARIN02_1512_L.avi,18704,6.2347,ARNI02_1512,DColella,15,NA,Sand ripples,60,2,1,2,Carangidae,Trachurus,novaezelandiae,37337003,1,No
ARIN02_1512_L.avi,20896,6.9653,ARNI02_1512,DColella,15,NA,Sand ripples,60,2,1,2,Mullidae,Upeneichthys,vlamingii,37355029,1,No
ARIN03_1512_L.avi,67476,22.492,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Labridae,Austrolabrus,maculatus,37384025,3,No
ARIN03_1512_L.avi,23680,7.8933,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Cheilodactylidae,Cheilodactylus,nigripes,37377001,1,No
ARIN03_1512_L.avi,188335,62.7783,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Chaetodontidae,Chelmonops,curiosus,37365066,1,No
ARIN03_1512_L.avi,187838,62.6127,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Serranidae,Hypoplectrodes,nigroruber,37311037,1,No
ARIN03_1512_L.avi,68673,22.891,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Monacanthidae,Meuschenia,flavolineata,37465035,1,No
ARIN03_1512_L.avi,187843,62.6143,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Monacanthidae,Meuschenia,hippocrepis,37465004,1,No
ARIN03_1512_L.avi,41779,13.9263,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Labridae,Notolabrus,parilus,37384022,1,No
ARIN03_1512_L.avi,34681,11.5603,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Labridae,Notolabrus,tetricus,37384003,1,No
ARIN03_1512_L.avi,156074,52.0247,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Sparidae,Pagrus,auratus,37353001,2,Yes
ARIN03_1512_L.avi,37074,12.358,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Pomacentridae,Parma,victoriae,37372006,1,No
ARIN03_1512_L.avi,162905,54.3017,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Carangidae,Pseudocaranx,sp,37337924,16,Yes
ARIN03_1512_L.avi,45184,15.0613,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Scorpididae,Scorpis,aequipinnis,37361004,1,No
ARIN03_1512_L.avi,188107,62.7023,ARNI03_1512,DColella,16,BRUVS tilted down,Reef; Mixed algal; Profile,60,3,2,2,Scorpididae,Tilodon,sexfasciatus,37361003,1,No
ARIN04_1512_R.avi,177855,59.285,ARNI04_1512,DColella,16,Left cam stops at 30 mins. Right cam used for remainder of MaxN analysis,Reef; Algae and invertebrates: Dense,60,2,1,2,Monacanthidae,Acanthaluteres,brownii,37465001,4,No
ARIN04_1512_L.avi,9918,3.306,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Labridae,Austrolabrus,maculatus,37384025,3,No
ARIN04_1512_L.avi,52862,17.6207,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Serranidae,Caesioperca,rasor,37311003,4,No
ARIN04_1512_L.avi,7963,2.6543,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Cheilodactylidae,Cheilodactylus,nigripes,37377001,2,No
ARIN04_1512_L.avi,19279,6.4263,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Chaetodontidae,Chelmonops,curiosus,37365066,2,No
ARIN04_1512_R.avi,186092,62.0307,ARNI04_1512,DColella,16,Left cam stops at 30 mins. Right cam used for remainder of MaxN analysis,Reef; Algae and invertebrates: Dense,60,2,1,2,Cheilodactylidae,Dactylophora,nigricans,37377005,1,No
ARIN04_1512_L.avi,18983,6.3277,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Dinolestidae,Dinolestes,lewini,37327002,1,No
ARIN04_1512_L.avi,7519,2.5063,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Kyphosidae,Kyphosus,sydneyanus,37361001,1,No
ARIN04_1512_L.avi,89397,29.799,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Monacanthidae,Meuschenia,flavolineata,37465035,3,No
ARIN04_1512_L.avi,64106,21.3687,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Monacanthidae,Meuschenia,hippocrepis,37465004,3,No
ARIN04_1512_L.avi,54036,18.012,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Labridae,Notolabrus,parilus,37384022,3,No
ARIN04_1512_L.avi,24525,8.175,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Labridae,Notolabrus,tetricus,37384003,1,No
ARIN04_1512_L.avi,86693,28.8977,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Sparidae,Pagrus,auratus,37353001,18,No
ARIN04_1512_L.avi,42234,14.078,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,10,No
ARIN04_1512_L.avi,7963,2.6543,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Scorpididae,Scorpis,aequipinnis,37361004,1,No
ARIN04_1512_L.avi,13338,4.446,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Sillaginidae,Sillaginodes,punctatus,37330001,1,No
ARIN04_1512_L.avi,8687,2.8957,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Scorpididae,Tilodon,sexfasciatus,37361003,2,No
ARIN04_1512_L.avi,16042,5.3473,ARNI04_1512,DColella,16,NA,Reef; Algae and invertebrates: Dense,60,2,1,2,Mullidae,Upeneichthys,vlamingii,37355029,3,No
ARON01_1512_L.avi,63261,21.087,ARNO01_1512,DColella,17.1,Edge of Halophila bed / sand,Seagrass; Sand; Transition,60,2,1,2,Heterodontidae,Heterodontus,portusjacksoni,37007001,1,No
ARON01_1512_L.avi,91261,30.4203,ARNO01_1512,DColella,17.1,Edge of Halophila bed / sand,Seagrass; Sand; Transition,60,2,1,2,Sillaginidae,Sillago,sp,37330904,1,No
ARON01_1512_L.avi,106969,35.6563,ARNO01_1512,DColella,17.1,Edge of Halophila bed / sand,Seagrass; Sand; Transition,60,2,1,2,Monacanthidae,Thamnaconus,degeni,37465037,100,Yes
ARON01_1512_L.avi,48009,16.003,ARNO01_1512,DColella,17.1,Edge of Halophila bed / sand,Seagrass; Sand; Transition,60,2,1,2,Mullidae,Upeneichthys,vlamingii,37355029,1,No
ARON02_1512_L.avi,26110,8.7033,ARNO02_1512,DColella,17.2,NA,Halophila; Dense,60,2,1,2,Ostraciidae,Aracana,sp,37466903,1,No
ARON02_1512_L.avi,86536,28.8453,ARNO02_1512,DColella,17.2,NA,Halophila; Dense,60,2,1,2,Monacanthidae,Thamnaconus,degeni,37465037,100,Yes
ARON03_1512_L.avi,32578,10.8593,ARNO03_1512,DColella,16.9,NA,Sand,60,2,1,1,Monacanthidae,Thamnaconus,degeni,37465037,150,Yes
ARIC01_1512_L.avi,33280,11.0933,ARCI01_1512,JHicks,18,NA,Algae; Sand; Sparse,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,25,No
ARIC02_1512_L.avi,11479,3.8263,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Kyphosidae,Kyphosus,sydneyanus,37361001,1,No
ARIC02_1512_L.avi,183507,61.169,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1,No
ARIC02_1512_L.avi,24439,8.1463,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Labridae,Notolabrus,tetricus,37384003,2,No
ARIC02_1512_L.avi,44798,14.9327,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Sparidae,Pagrus,auratus,37353001,2,No
ARIC02_1512_L.avi,29206,9.7353,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,40,No
ARIC02_1512_L.avi,95214,31.738,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Sillaginidae,Sillaginodes,punctatus,37330001,1,No
ARIC02_1512_L.avi,146165,48.7217,ARCI02_1512,JHicks,16,NA,Algae; Invertebrate; Sparse,60,2,1,2,Scorpididae,Tilodon,sexfasciatus,37361003,1,No
ARIC03_1512_L.avi,12780,4.26,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Labridae,Austrolabrus,maculatus,37384025,1,No
ARIC03_1512_L.avi,12882,4.294,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Cheilodactylidae,Cheilodactylus,nigripes,37377001,1,No
ARIC03_1512_L.avi,145485,48.495,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Enoplosidae,Enoplosus,armatus,37366001,2,No
ARIC03_1512_L.avi,13074,4.358,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Kyphosidae,Girella,zebra,37361008,1,No
ARIC03_1512_L.avi,10728,3.576,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Kyphosidae,Kyphosus,sydneyanus,37361001,10,No
ARIC03_1512_L.avi,105384,35.128,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Monacanthidae,Meuschenia,hippocrepis,37465004,4,Yes
ARIC03_1512_L.avi,14790,4.93,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Labridae,Notolabrus,parilus,37384022,1,No
ARIC03_1512_L.avi,14132,4.7107,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Labridae,Notolabrus,tetricus,37384003,1,No
ARIC03_1512_L.avi,22089,7.363,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Sparidae,Pagrus,auratus,37353001,1,No
ARIC03_1512_L.avi,19224,6.408,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Plesiopidae,Paraplesiops,meleagris,37316009,1,No
ARIC03_1512_L.avi,86043,28.681,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Labridae,Pictilabrus,laticlavius,37384020,1,No
ARIC03_1512_L.avi,63224,21.0747,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Carangidae,Pseudocaranx,sp,37337924,35,No
ARIC03_1512_L.avi,114878,38.2927,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Scorpididae,Scorpis,aequipinnis,37361004,1,No
ARIC03_1512_L.avi,24082,8.0273,ARCI03_1512,JHicks,16,NA,Reef; Algae and invertebrates: Medium,60,1,3,1,Scorpididae,Tilodon,sexfasciatus,37361003,2,No
ARIC04_1512_L.avi,174879,58.293,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Labridae,Achoerodus,gouldii,37384002,1,No
ARIC04_1512_L.avi,35149,11.7163,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Labridae,Austrolabrus,maculatus,37384025,1,No
ARIC04_1512_L.avi,15767,5.2557,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Cheilodactylidae,Cheilodactylus,nigripes,37377001,2,No
ARIC04_1512_L.avi,159407,53.1357,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Cheilodactylidae,Dactylophora,nigricans,37377005,1,No
ARIC04_1512_L.avi,31042,10.3473,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Kyphosidae,Girella,zebra,37361008,1,No
ARIC04_1512_L.avi,102977,34.3257,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Monacanthidae,Meuschenia,hippocrepis,37465004,2,No
ARIC04_1512_L.avi,175620,58.54,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Neosebastidae,Neosebastes,bougainvillii,37287004,1,No
ARIC04_1512_L.avi,52894,17.6313,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Labridae,Notolabrus,parilus,37384022,2,No
ARIC04_1512_L.avi,23729,7.9097,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Labridae,Notolabrus,tetricus,37384003,1,No
ARIC04_1512_L.avi,34026,11.342,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,20,Yes
ARIC04_1512_L.avi,106011,35.337,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,20,No
ARIC04_1512_L.avi,94398,31.466,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Scorpididae,Scorpis,aequipinnis,37361004,5,No
ARIC04_1512_L.avi,78853,26.284300000000002,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sillaginidae,Sillago,sp,37330904,1,No
ARIC04_1512_L.avi,16084,5.3613,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Scorpididae,Tilodon,sexfasciatus,37361003,1,No
ARIC04_1512_L.avi,15767,5.2557,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Mullidae,Upeneichthys,vlamingii,37355029,1,No
AROC01_1512_L.avi,38044,12.6813,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Labridae,Austrolabrus,maculatus,37384025,3,No
AROC01_1512_L.avi,100353,33.451,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Heterodontidae,Heterodontus,portusjacksoni,37007001,1,No
AROC01_1512_L.avi,157106,52.3687,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Monacanthidae,Meuschenia,galii,37465040,1,No
ARON03_1512_L.avi,42283,14.0943,ARNO03_1512,DColella,16.9,NA,Sand,60,2,1,1,Mullidae,Upeneichthys,vlamingii,37355029,1,No
ARON04_1512_L.avi,52151,17.3837,ARNO04_1512,DColella,16.5,NA,Sand,60,2,1,1,Monacanthidae,Thamnaconus,degeni,37465037,100,Yes
ARIS01_1512_L.avi,159182,53.0607,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Monacanthidae,Acanthaluteres,vittiger,37465002,2,No
ARIS01_1512_L.avi,42098,14.0327,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Ostraciidae,Aracana,ornata,37466001,1,No
ARIS01_1512_L.avi,12444,4.148,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Labridae,Austrolabrus,maculatus,37384025,2,No
ARIS01_1512_L.avi,146296,48.7653,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Chaetodontidae,Chelmonops,curiosus,37365066,1,No
ARIS01_1512_L.avi,8839,2.9463,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Cheilodactylidae,Dactylophora,nigricans,37377005,2,No
ARIS01_1512_L.avi,15729,5.243,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Kyphosidae,Kyphosus,sydneyanus,37361001,1,No
ARIS01_1512_L.avi,187054,62.3513,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Labridae,Notolabrus,parilus,37384022,1,No
ARIS01_1512_L.avi,63903,21.301,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Sparidae,Pagrus,auratus,37353001,1,No
ARIS01_1512_L.avi,49541,16.5137,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Carangidae,Pseudocaranx,sp,37337924,30,No
ARIS01_1512_L.avi,20700,6.9,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Sepiidae,Sepia,apama,23607001,1,No
ARIS01_1512_L.avi,181661,60.5537,ARSI01_1512,JHicks,16,NA,Reef; Sand; Transition,60,2,1,2,Mullidae,Upeneichthys,vlamingii,37355029,6,No
ARIS02_1512_L.avi,140079,46.693,ARSI02_1512,JHicks,16,NA,Halophila; Dense,60,2,1,1,Labridae,Achoerodus,gouldii,37384002,2,No
ARIS02_1512_L.avi,10671,3.557,ARSI02_1512,JHicks,16,NA,Halophila; Dense,60,2,1,1,Cheilodactylidae,Dactylophora,nigricans,37377005,2,No
ARIS02_1512_L.avi,16600,5.5333,ARSI02_1512,JHicks,16,NA,Halophila; Dense,60,2,1,1,Sparidae,Pagrus,auratus,37353001,7,No
ARIS02_1512_L.avi,35376,11.792,ARSI02_1512,JHicks,16,NA,Halophila; Dense,60,2,1,1,Platycephalidae,Platycephalus,speculator,37296037,1,No
ARIS02_1512_L.avi,104452,34.8173,ARSI02_1512,JHicks,16,NA,Halophila; Dense,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,30,No
ARIS02_1512_L.avi,173306,57.7687,ARSI02_1512,JHicks,16,NA,Halophila; Dense,60,2,1,1,Monacanthidae,Thamnaconus,degeni,37465037,40,Yes
