Filename,Frame,Time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),OpCode,TapeReader,Depth,Comment,Habitat,Soak Time,Bias,FOV,Vis,Family,Genus,Species,Code,Number,Stage,Activity,Length_Comment
ARIC04_1512_L.avi,108100,36.0333,224.62,3.239,3.517,1718.579,7.438,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
ARIC04_1512_L.avi,18066,6.022,250.877,2.259,1.732,1541.937,22.045,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC04_1512_L.avi,22779,7.593,192.355,1.336,2.505,1761.738,5.758,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC04_1512_L.avi,83510,27.8367,284.191,0.685,2.117,1102.347,10.846,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC04_1512_L.avi,106980,35.66,221.023,1.817,0.427,1901.311,9.188,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Attracted,NA
ARIC04_1512_L.avi,106980,35.66,246.116,3.933,7.935,1942.949,19.264,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Attracted,NA
ARIC04_1512_L.avi,106980,35.66,256.99,2.028,5.794,2191.37,15.543,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Attracted,NA
ARIC04_1512_L.avi,107009,35.6697,243.211,3.847,4.08,2110.744,8.641,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Attracted,NA
ARIC04_1512_L.avi,107009,35.6697,255.748,3.616,4.719,1988.146,15.625,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Attracted,NA
ARIC04_1512_L.avi,108100,36.0333,238.582,2.26,0.633,1815.742,15.529,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC04_1512_L.avi,108100,36.0333,291.139,1.814,0.923,2030.075,13.003,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC04_1512_L.avi,108158,36.0527,208.499,2.167,2.787,1667.834,8.067,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
ARIC04_1512_L.avi,94398,31.466,207.492,1.704,1.979,1912.462,15.787,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Scorpididae,Scorpis,aequipinnis,37361004,1,AD,Passing,NA
ARIC04_1512_L.avi,94409,31.4697,282.041,3.483,1.805,1676.357,11.954,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Scorpididae,Scorpis,aequipinnis,37361004,1,AD,Passing,NA
ARIC04_1512_L.avi,94409,31.4697,252.348,2.536,3.104,1609.71,2.345,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Scorpididae,Scorpis,aequipinnis,37361004,1,AD,Passing,NA
ARIC04_1512_L.avi,107173,35.7243,265.574,1.552,2.171,1516.814,5.815,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Scorpididae,Scorpis,aequipinnis,37361004,1,AD,Passing,NA
ARIC04_1512_L.avi,174888,58.296,253.24,0.83,1.988,1520.371,5.865,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Scorpididae,Scorpis,aequipinnis,37361004,1,AD,Passing,NA
ARIC04_1512_L.avi,16108,5.3693,124.371,1.837,0.493,1619.67,19.164,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Scorpididae,Tilodon,sexfasciatus,37361003,1,AD,Passing,NA
ARIC04_1512_L.avi,15757,5.2523,163.238,3.795,1.109,1803.377,21.594,ARCI04_1512,JHicks,17,NA,Reef; Mixed algal; Flat,60,2,1,1,Mullidae,Upeneichthys,vlamingii,37355029,1,AD,Passing,NA
AROC01_1512_L.avi,37985,12.6617,91.702,0.738,1.223,857.329,25.821,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Labridae,Austrolabrus,maculatus,37384025,1,AD,Passing,NA
AROC01_1512_L.avi,37985,12.6617,110.337,0.84,1.647,859.681,17.784,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Labridae,Austrolabrus,maculatus,37384025,1,AD,Passing,NA
AROC01_1512_L.avi,189659,63.2197,353.511,3.529,6.105,2281.906,15.748,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Heterodontidae,Heterodontus,portusjacksoni,37007001,1,AD,Passing,NA
AROC01_1512_L.avi,157106,52.3687,221.868,2.383,1.853,1185.681,27.435,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Monacanthidae,Meuschenia,galii,37465040,1,AD,Passing,NA
AROC01_1512_L.avi,13542,4.514,170.506,2.697,0.567,1483.811,19.969,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,13542,4.514,104.405,1.935,1.764,1322.423,27.525,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,129514,43.1713,193.632,1.384,2,1217.458,13.649,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,129514,43.1713,210.745,1.412,0.932,1447.159,0.629,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,129540,43.18,189.268,1.887,5.234,1202.942,24.568,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,129540,43.18,195.34,1.337,0.809,1433.887,2.664,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,129717,43.239,185.378,3.355,3.259,1496.794,22.025,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,129840,43.28,165.592,1.635,1.636,1471.858,12.062,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,130360,43.4533,157.038,1.056,1.88,1136.088,13.056,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,130473,43.491,224.89,4.549,2.111,1822.723,20.016,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,174950,58.3167,193.544,1.14,2.2,1123.38,22.077,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,176819,58.9397,199.342,1.565,2.142,1703.716,12.972,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,176819,58.9397,212.032,2.269,1.158,1651.124,24.938,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Sparidae,Pagrus,auratus,37353001,1,AD,Passing,NA
AROC01_1512_L.avi,86322,28.774,213.537,1.973,0.353,1478.039,23.98,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
AROC01_1512_L.avi,86322,28.774,198.445,1.771,2.791,1526.755,9.659,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
AROC01_1512_L.avi,86322,28.774,181.215,3.425,4.374,2139.438,11.106,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
AROC01_1512_L.avi,86487,28.829,175.692,1.396,1.981,1274.463,16.226,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
AROC01_1512_L.avi,86487,28.829,222.547,1.745,3.476,1471.787,25.765,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
AROC01_1512_L.avi,87058,29.0193,197.835,1.449,5.313,1389.108,11.345,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
AROC01_1512_L.avi,105520,35.1733,179.314,1.094,3.007,1067.738,15.108,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
AROC01_1512_L.avi,105520,35.1733,246.767,1.697,1.588,1300.917,28.638,ARCO01_1512,JHicks,16.6,NA,Reef; Sand; Transition,60,2,1,1,Carangidae,Pseudocaranx,sp,37337924,1,AD,Passing,NA
